,Election Date,Province,Riding,lat,lon,Results,Liberal,Conservative,NDP,Green,Bloc,Other
122,1997-06-02,Ontario,BROADVIEW--GREENWOOD,43.6769999,-79.35823476332091,[0.4976 0.1528 0.3277 0.01   0.     0.0118],0.4976,0.1528,0.32770000000000005,0.01,0,0.0118
123,1997-06-02,Ontario,BRUCE--GREY,44.6521865,-81.20933740000001,[0.3679 0.5612 0.0708 0.     0.     0.    ],0.3679,0.5611999999999999,0.0708,0,0,0
124,1997-06-02,Ontario,BURLINGTON,43.3248924,-79.7966835,[0.4412 0.5005 0.0513 0.     0.     0.007 ],0.4412,0.5005,0.0513,0,0,0.006999999999999999
125,1997-06-02,Ontario,CAMBRIDGE,43.3855479,-80.3113582,[0.3674 0.4171 0.204  0.     0.     0.0114],0.3674,0.41709999999999997,0.204,0,0,0.0114
126,1997-06-02,Ontario,CARLETON--GLOUCESTER,46.3940835,-67.491134,[0.5896 0.3428 0.0559 0.     0.     0.0117],0.5896,0.3428,0.0559,0,0,0.011699999999999999
127,1997-06-02,Ontario,DAVENPORT,43.6715614,-79.4482927,[0.6586 0.1007 0.1841 0.0211 0.     0.0355],0.6586,0.1007,0.1841,0.021099999999999997,0,0.0355
128,1997-06-02,Ontario,DON VALLEY EAST,43.7305734,-79.33420290000001,[0.592  0.3211 0.0695 0.     0.     0.0175],0.5920000000000001,0.3211,0.0695,0,0,0.0175
129,1997-06-02,Ontario,DON VALLEY WEST,43.72751829999999,-79.3818798,[0.5295 0.3983 0.059  0.0076 0.     0.0056],0.5295000000000001,0.3983,0.059000000000000004,0.0076,0,0.005599999999999999
130,1997-06-02,Ontario,DUFFERIN--PEEL--WELLINGTON--GREY,44.049749600000006,-80.1691941,[0.4263 0.5258 0.0479 0.     0.     0.    ],0.4263,0.5258,0.0479,0,0,0
131,1997-06-02,Ontario,DURHAM,44.0310471,-78.949678,[0.4334 0.4808 0.0709 0.     0.     0.0149],0.4334,0.4808,0.0709,0,0,0.0149
132,1997-06-02,Ontario,EGLINTON--LAWRENCE,43.739622,-79.23229040000001,[0.5924 0.3084 0.0902 0.     0.     0.0091],0.5924,0.3084,0.0902,0,0,0.0091
133,1997-06-02,Ontario,ELGIN--MIDDLESEX--LONDON,42.72695220000001,-81.36603840000001,[0.3999 0.4874 0.0729 0.0114 0.     0.0285],0.39990000000000003,0.4874,0.0729,0.011399999999999999,0,0.0285
134,1997-06-02,Ontario,ERIE--LINCOLN,42.91308,-78.918611,[0.4284 0.4666 0.0613 0.     0.     0.0439],0.42840000000000006,0.4666,0.0613,0,0,0.0439
135,1997-06-02,Ontario,ESSEX,42.23541420000001,-82.71201059999999,[0.4607 0.243  0.2963 0.     0.     0.    ],0.4607,0.24300000000000002,0.2963,0,0,0
136,1997-06-02,Ontario,ETOBICOKE CENTRE,43.679832700000006,-79.53899270000001,[0.5456 0.3922 0.0531 0.     0.     0.0091],0.5456,0.3922,0.053099999999999994,0,0,0.0091
137,1997-06-02,Ontario,ETOBICOKE NORTH,43.7410925,-79.5892249,[0.6184 0.2746 0.0932 0.     0.     0.0138],0.6184000000000001,0.2746,0.0932,0,0,0.013799999999999998
138,1997-06-02,Ontario,ETOBICOKE--LAKESHORE,43.67145915,-79.5524920661167,[0.4622 0.4191 0.0891 0.0069 0.     0.0227],0.4622,0.41910000000000003,0.0891,0.0069,0,0.022699999999999998
139,1997-06-02,Ontario,GLENGARRY--PRESCOTT--RUSSELL,45.137483200000005,-74.9327062,[0.7198 0.2203 0.0471 0.0086 0.     0.0043],0.7198,0.2203,0.0471,0.0086,0,0.0043
